"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"USAA Joint Visa","","07/25/2018","AMAZON MKTPLACE PMTS WWW.WWW.AMA","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","wifi mount",$8.99,$0.00,"Cleared"
"USAA Joint Visa","","07/25/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.54,$0.00,"Cleared"
"USAA Checking","","07/24/2018","Transfer : USAA Joint Visa","","","","",$1070.55,$0.00,"Cleared"
"USAA Checking","","07/24/2018","USAA Insurance Payment","Immediate Obligations: Home/Auto/Umbrella Insurance","Immediate Obligations","Home/Auto/Umbrella Insurance","",$419.21,$0.00,"Cleared"
"USAA Joint Visa","","07/24/2018","E-ZPass MA               877-627","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$20.00,$0.00,"Cleared"
"USAA Joint Visa","","07/24/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.90,$0.00,"Cleared"
"USAA Checking","","07/24/2018","GOOGLE           Pay        ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$0.00,$30.00,"Cleared"
"USAA Joint Visa","","07/24/2018","Transfer : USAA Checking","","","","",$0.00,$1070.55,"Cleared"
"USAA Joint Visa","","07/23/2018","WEGMANS NATICK #132      NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$147.29,$0.00,"Cleared"
"USAA Checking","","07/23/2018","CHECK # 0000001432","True Expenses: Pet Expenses (excluding food and litter, which are groceries)","True Expenses","Pet Expenses (excluding food and litter, which are groceries)","catsitting during Maine",$80.00,$0.00,"Cleared"
"USAA Joint Visa","","07/23/2018","GRUBHUBMINGALIENSTRAT    GRUBHUB","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$57.91,$0.00,"Cleared"
"USAA Joint Visa","","07/23/2018","BB *PBTF                 828-665","True Expenses: Philanthropy","True Expenses","Philanthropy","",$25.00,$0.00,"Cleared"
"USAA Joint Visa","","07/23/2018","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","compost pail",$22.95,$0.00,"Cleared"
"USAA Joint Visa","","07/23/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.75,$0.00,"Cleared"
"USAA Checking","","07/23/2018","GOOGLE           Pay        ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","ryan 7/22 italian",$0.00,$20.00,"Cleared"
"USAA Checking","","07/23/2018","DEPOSIT@MOBILE","Inflow: To be Budgeted","Inflow","To be Budgeted","gran gran reimburse",$0.00,$318.00,"Cleared"
"USAA Joint Visa","","07/22/2018","Z MARKET 4ME14           KENNEBU","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","return ""lunch""",$33.45,$0.00,"Cleared"
"USAA Joint Visa","","07/22/2018","BIG APPLE #2041          KENNEBU","Immediate Obligations: Transportation","Immediate Obligations","Transportation","gas",$24.52,$0.00,"Cleared"
"USAA Joint Visa","","07/22/2018","HULL'S COVE CITGO        BAR HAR","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$23.74,$0.00,"Cleared"
"USAA Joint Visa","","07/22/2018","THE MORNING GLORY BAKERY BAR HAR","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$20.79,$0.00,"Cleared"
"USAA Joint Visa","","07/22/2018","Netflix.com              netflix","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$10.99,$0.00,"Cleared"
"USAA Joint Visa","","07/22/2018","GULF OIL 92031300        HOLDEN","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","snacks",$6.33,$0.00,"Cleared"
"USAA Joint Visa","","07/21/2018","JORDAN POND HOUSE RESTAURSEAL HA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$58.60,$0.00,"Cleared"
"USAA Joint Visa","","07/21/2018","COLONELS DELI            NE HARB","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$54.98,$0.00,"Cleared"
"USAA Joint Visa","","07/21/2018","THE KIMBALL SHOP         NORTHEA","True Expenses: Gifts","True Expenses","Gifts","MVP1 Christmas",$26.32,$0.00,"Cleared"
"USAA Joint Visa","","07/21/2018","SQ *MCGRATHS             MOUNT D","True Expenses: Gifts","True Expenses","Gifts","WSJ",$5.28,$0.00,"Cleared"
"USAA Joint Visa","","07/21/2018","Amazon Services-Kindle   866-321","Extras: Disposable Income","Extras","Disposable Income","",$4.99,$0.00,"Cleared"
"USAA Joint Visa","","07/20/2018","PINE TREE MARKET         NORTHEA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$67.94,$0.00,"Cleared"
"DCFSA","","07/20/2018","Payroll Deduction","Immediate Obligations: Child Care","Immediate Obligations","Child Care","",$0.00,$357.14,"Cleared"
"USAA Checking","","07/19/2018","Wealthfront Inc. EDI PYMNTS ****","Archive: Roth IRAs","Archive","Roth IRAs","",$458.33,$0.00,"Cleared"
"USAA Checking","","07/19/2018","Wealthfront Inc. EDI PYMNTS ****","Archive: Roth IRAs","Archive","Roth IRAs","",$458.33,$0.00,"Cleared"
"USAA Joint Visa","","07/19/2018","SQ *MCGRATHS             MOUNT D","True Expenses: Gifts","True Expenses","Gifts","cards for vassar's bday",$19.89,$0.00,"Cleared"
"USAA Joint Visa","","07/19/2018","Amazon Services-Kindle   866-321","Extras: Disposable Income","Extras","Disposable Income","",$11.99,$0.00,"Cleared"
"USAA Joint Visa","","07/19/2018","PINE TREE MARKET         NORTHEA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.99,$0.00,"Cleared"
"USAA Checking","","07/19/2018","HARVARD UNIVERSI DIR DEP    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1166.89,"Cleared"
"USAA Checking","","07/19/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1598.54,"Cleared"
"USAA Joint Visa","","07/18/2018","HANNAFORD #8224          BAR HAR","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$67.20,$0.00,"Cleared"
"USAA Joint Visa","","07/18/2018","BERNIES FORESIDE         FALMOUT","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$55.89,$0.00,"Cleared"
"USAA Joint Visa","","07/18/2018","MACYS   .COM             800-289","True Expenses: Clothing","True Expenses","Clothing","Shoes",$25.93,$0.00,"Cleared"
"USAA Joint Visa","","07/18/2018","CITGO SERVICE STATION 203WEST GA","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$21.67,$0.00,"Cleared"
"USAA Joint Visa","","07/18/2018","Z MARKET 4ME16           WEST GA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","road snacks",$19.61,$0.00,"Cleared"
"USAA Joint Visa","","07/18/2018","AMZ*WASHPOST             help@wa","True Expenses: News","True Expenses","News","",$3.99,$0.00,"Cleared"
"USAA Checking","","07/18/2018","GOOGLE           Pay        ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$0.00,$40.00,"Cleared"
"USAA Joint Visa","","07/17/2018","99RRANT 30129MBPOST      MARLBOR","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$69.68,$0.00,"Cleared"
"USAA Joint Visa","","07/17/2018","TMOBILE*AUTO PAY         800-937","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$65.78,$0.00,"Cleared"
"USAA Joint Visa","","07/17/2018","EXXONMOBIL    97456883   FRAMING","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$34.43,$0.00,"Cleared"
"USAA Joint Visa","","07/17/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.00,$0.00,"Cleared"
"USAA Joint Visa","","07/17/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.74,$0.00,"Cleared"
"USAA Checking","","07/16/2018","Transfer : USAA Joint Visa","","","","",$1078.19,$0.00,"Cleared"
"USAA Joint Visa","","07/16/2018","TST* FRESH CITY ? NATICK NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.68,$0.00,"Cleared"
"USAA Joint Visa","","07/16/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Cleared"
"USAA Checking","","07/16/2018","DEPOSIT@MOBILE","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$2.50,"Cleared"
"USAA Joint Visa","","07/16/2018","Transfer : USAA Checking","","","","",$0.00,$1078.19,"Cleared"
"USAA Joint Visa","","07/15/2018","Amazon.com               AMZN.CO","Extras: Disposable Income","Extras","Disposable Income","WiFi point",$116.88,$0.00,"Cleared"
"USAA Joint Visa","","07/15/2018","MACYS   .COM             800-289","Extras: Disposable Income","Extras","Disposable Income","",$14.10,$0.00,"Cleared"
"USAA Joint Visa","","07/15/2018","AMAZON MKTPLACE PMTS     AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","funnels",$5.38,$0.00,"Cleared"
"USAA Joint Visa","","07/14/2018","WEGMANS NATICK #132      NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$73.89,$0.00,"Cleared"
"USAA Joint Visa","","07/14/2018","GRUBHUBNICKSPIZZAHOUS    GRUBHUB","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$64.66,$0.00,"Cleared"
"USAA Joint Visa","","07/14/2018","Amazon.com               AMZN.CO","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","dry cat food",$36.11,$0.00,"Cleared"
"USAA Joint Visa","","07/14/2018","VITALSOURCE TECHNOLOGIES 855-200","Archive: Em's Grad School","Archive","Em's Grad School","",$29.99,$0.00,"Cleared"
"USAA Joint Visa","","07/14/2018","NEW YORK TIMES DIGITAL   800-698","True Expenses: News","True Expenses","News","",$25.00,$0.00,"Cleared"
"USAA Joint Visa","","07/13/2018","WE PAD IT                405-949","Extras: Disposable Income","Extras","Disposable Income","",$155.75,$0.00,"Cleared"
"USAA Checking","","07/13/2018","CAPITAL ONE      Online Pmt ****","Immediate Obligations: Furniture Payments","Immediate Obligations","Furniture Payments","",$114.00,$0.00,"Cleared"
"USAA Joint Visa","","07/13/2018","ZAFTIGS WEST             NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$55.53,$0.00,"Cleared"
"USAA Joint Visa","","07/13/2018","GOOGLE *Google Storage   855-836","Archive: Drive Storage","Archive","Drive Storage","",$1.99,$0.00,"Cleared"
"USAA Joint Visa","","07/12/2018","4002 BOSE CORP SST       800-376","Extras: Reimburseables","Extras","Reimburseables","",$318.72,$0.00,"Cleared"
"USAA Joint Visa","","07/12/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.75,$0.00,"Cleared"
"USAA Checking","","07/12/2018","BOSE CORPORATION EXPENSE    ****","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$0.00,$65.78,"Cleared"
"USAA Checking","","07/12/2018","BOSE CORPORATION PAYROLL    ****","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1598.54,"Cleared"
"USAA Joint Visa","","07/11/2018","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","Extras: Disposable Income","Extras","Disposable Income","Split (1/2) Pump bag",$99.00,$0.00,"Cleared"
"USAA Joint Visa","","07/11/2018","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","True Expenses: Clothing","True Expenses","Clothing","Split (2/2) Halo sleep sacks",$44.97,$0.00,"Cleared"
"USAA Joint Visa","","07/11/2018","GRUBHUBMANDARINCAFE      GRUBHUB","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$39.36,$0.00,"Cleared"
"USAA Joint Visa","","07/11/2018","BOSE R & D CEN26079418   FRA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.69,$0.00,"Cleared"
"USAA Checking","","07/10/2018","CHASE CREDIT CRD EPAY       ****","True Expenses: Gifts","True Expenses","Gifts","zwr bday",$237.69,$0.00,"Cleared"
"USAA Joint Visa","","07/10/2018","AMAZON.COM AMZN.COM/BILL AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","printer paper",$16.99,$0.00,"Cleared"
"USAA Checking","","07/09/2018","Transfer : USAA Joint Visa","","","","",$2019.38,$0.00,"Cleared"
"USAA Joint Visa","","07/09/2018","PIZZA PEDDLER            NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$47.98,$0.00,"Cleared"
"USAA Joint Visa","","07/09/2018","WELLESLEY STATION        WELLESL","Immediate Obligations: Transportation","Immediate Obligations","Transportation","gas",$26.55,$0.00,"Cleared"
"USAA Checking","","07/09/2018","GOOGLE           Pay        ****","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","Ryan Wegmans",$0.00,$25.00,"Cleared"
"USAA Checking","","07/09/2018","DEPOSIT@MOBILE","Inflow: To be Budgeted","Inflow","To be Budgeted","Bday gift from Aunt Julie and Andrea",$0.00,$100.00,"Cleared"
"USAA Checking","","07/09/2018","DEPOSIT@MOBILE","Inflow: To be Budgeted","Inflow","To be Budgeted","Bday gift from Mom and Dad",$0.00,$200.00,"Cleared"
"USAA Joint Visa","","07/09/2018","Transfer : USAA Checking","","","","",$0.00,$2019.38,"Cleared"
"USAA Joint Visa","","07/08/2018","AMAZON MKTPLACE PMTS     AMZN.CO","Extras: Disposable Income","Extras","Disposable Income","toilet seats",$106.18,$0.00,"Cleared"
"USAA Joint Visa","","07/08/2018","AMAZON MKTPLACE PMTS WWW.WWW.AMA","Extras: Disposable Income","Extras","Disposable Income","mounting tv supplies",$69.99,$0.00,"Cleared"
"USAA Joint Visa","","07/08/2018","GOOGLE *Domains          g.co/he","True Expenses: Annual Expenses","True Expenses","Annual Expenses","",$12.00,$0.00,"Cleared"
"USAA Joint Visa","","07/07/2018","Amazon.com               AMZN.CO","Extras: Disposable Income","Extras","Disposable Income","Mounting TV supplies",$63.70,$0.00,"Cleared"
"USAA Joint Visa","","07/07/2018","THE HOME DEPOT #2669     NATICK","Extras: Disposable Income","Extras","Disposable Income","supplies for anchoring tippable furniture",$63.35,$0.00,"Cleared"
"USAA Joint Visa","","07/07/2018","SQ *COUET FARM & FR      DUD","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$11.35,$0.00,"Cleared"
"USAA Joint Visa","","07/07/2018","USPS PO 2450150210       NATICK","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","Stamps",$10.00,$0.00,"Cleared"
"USAA Joint Visa","","07/07/2018","THE COMMON CAFE AND KITCHNATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.92,$0.00,"Cleared"
"USAA Joint Visa","","07/07/2018","SQ *BRICK WALL KITC      NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.50,$0.00,"Cleared"
"USAA Joint Visa","","07/07/2018","SQ *LISA SHERMAN         NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.00,$0.00,"Cleared"
"USAA Joint Visa","","07/06/2018","WAYFAIR*Wayfair          wayfair","Extras: Disposable Income","Extras","Disposable Income","Breakfast nook table!",$875.45,$0.00,"Cleared"
"USAA Joint Visa","","07/06/2018","WEGMANS NATICK #132      NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$105.92,$0.00,"Cleared"
"USAA Joint Visa","","07/06/2018","RECOVERY X               9176336","True Expenses: Philanthropy","True Expenses","Philanthropy","",$100.00,$0.00,"Cleared"
"USAA Joint Visa","","07/06/2018","Amazon.com               AMZN.CO","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","Omeprazole",$18.03,$0.00,"Cleared"
"USAA Joint Visa","","07/06/2018","WEGMANS NATICK #132      NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$15.93,$0.00,"Cleared"
"USAA Joint Visa","","07/06/2018","ROCHE BROTHERS105        NATICK","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.59,$0.00,"Cleared"
"USAA Checking","","07/06/2018","Cash Rewards Credit","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$155.84,"Cleared"
"USAA Checking","","07/05/2018","Transfer : USAA Joint Visa","","","","",$10391.53,$0.00,"Cleared"
"USAA Joint Visa","","07/05/2018","JETBLUE     2792104284959SALT LA","Archive: Brian and Ellen's Wedding!","Archive","Brian and Ellen's Wedding!","",$424.80,$0.00,"Cleared"
"USAA Joint Visa","","07/05/2018","AMAZON MKTPLACE PMTS WWW.WWW.AMA","Extras: Disposable Income","Extras","Disposable Income","zwave outlet for patio light proj",$39.96,$0.00,"Cleared"
